Week,Year,Team 1,Team 2,Winner/tie,Loser/tie,Pts,Pts.1
14,1988,Lions,Packers,Lions,Packers,30,14
14,1988,Seahawks,Patriots,Patriots,Seahawks,13,7
14,1988,Redskins,Eagles,Redskins,Eagles,20,19
14,1988,Broncos,Raiders,Raiders,Broncos,21,20
14,1988,Jets,Chiefs,Chiefs,Jets,38,34
14,1988,Saints,Vikings,Vikings,Saints,45,3
14,1988,Steelers,Oilers,Steelers,Oilers,37,34
14,1988,Bears,Rams,Rams,Bears,23,3
15,1988,Jets,Colts,Jets,Colts,34,16
15,1988,Cardinals,Eagles,Eagles,Cardinals,23,17
15,1988,Bills,Raiders,Bills,Raiders,37,21
15,1988,Lions,Bears,Bears,Lions,13,12
15,1988,Bengals,Oilers,Oilers,Bengals,41,6
15,1988,Redskins,Cowboys,Cowboys,Redskins,24,17
15,1988,Vikings,Packers,Packers,Vikings,18,6
15,1988,Giants,Chiefs,Giants,Chiefs,28,12
15,1988,Buccaneers,Patriots,Patriots,Buccaneers,10,7
15,1988,Falcons,Rams,Rams,Falcons,22,7
15,1988,49ers,Saints,49ers,Saints,30,17
15,1988,Chargers,Steelers,Chargers,Steelers,20,14
15,1988,Seahawks,Broncos,Seahawks,Broncos,42,14
15,1988,Dolphins,Browns,Dolphins,Browns,38,31
16,1988,Redskins,Bengals,Bengals,Redskins,20,17
16,1988,Patriots,Broncos,Broncos,Patriots,21,10
16,1988,Saints,Falcons,Saints,Falcons,10,9
16,1988,Bills,Colts,Colts,Bills,17,14
16,1988,Oilers,Browns,Browns,Oilers,28,23
16,1988,Eagles,Cowboys,Eagles,Cowboys,23,7
16,1988,Buccaneers,Lions,Buccaneers,Lions,21,10
16,1988,Steelers,Dolphins,Steelers,Dolphins,40,24
16,1988,Jets,Giants,Jets,Giants,27,21
16,1988,Packers,Cardinals,Packers,Cardinals,26,17
16,1988,Chiefs,Chargers,Chargers,Chiefs,24,13
16,1988,Seahawks,Raiders,Seahawks,Raiders,43,37
16,1988,Rams,49ers,Rams,49ers,38,16
16,1988,Bears,Vikings,Vikings,Bears,28,27
WildCard,1988,Browns,Oilers,Oilers,Browns,24,23
WildCard,1988,Rams,Vikings,Vikings,Rams,28,17
Division,1988,Bears,Eagles,Bears,Eagles,20,12
Division,1988,Seahawks,Bengals,Bengals,Seahawks,21,13
Division,1988,Oilers,Bills,Bills,Oilers,17,10
Division,1988,49ers,Vikings,49ers,Vikings,34,9
ConfChamp,1988,Bills,Bengals,Bengals,Bills,21,10
ConfChamp,1988,49ers,Bears,49ers,Bears,28,3
SuperBowl,1988,49ers,Bengals,49ers,Bengals,20,16
1,1989,Falcons,Rams,Rams,Falcons,31,21
1,1989,Bengals,Bears,Bears,Bengals,17,14
1,1989,49ers,Colts,49ers,Colts,30,24
1,1989,Cardinals,Lions,Cardinals,Lions,16,13
1,1989,Cowboys,Saints,Saints,Cowboys,28,0
1,1989,Buccaneers,Packers,Buccaneers,Packers,23,21
1,1989,Bills,Dolphins,Bills,Dolphins,27,24
1,1989,Browns,Steelers,Browns,Steelers,51,0
1,1989,Broncos,Chiefs,Broncos,Chiefs,34,20
1,1989,Vikings,Oilers,Vikings,Oilers,38,7
1,1989,Jets,Patriots,Patriots,Jets,27,24
1,1989,Eagles,Seahawks,Eagles,Seahawks,31,7
1,1989,Chargers,Raiders,Raiders,Chargers,40,14
1,1989,Giants,Redskins,Giants,Redskins,27,24
2,1989,Falcons,Cowboys,Falcons,Cowboys,27,21
2,1989,Steelers,Bengals,Bengals,Steelers,41,10
2,1989,Browns,Jets,Browns,Jets,38,24
2,1989,Saints,Packers,Packers,Saints,35,34
2,1989,Chiefs,Raiders,Chiefs,Raiders,24,19
2,1989,Patriots,Dolphins,Dolphins,Patriots,24,10
2,1989,Eagles,Redskins,Eagles,Redskins,42,37
2,1989,Vikings,Bears,Bears,Vikings,38,7
2,1989,Colts,Rams,Rams,Colts,31,17
2,1989,Cardinals,Seahawks,Cardinals,Seahawks,34,24
2,1989,Giants,Lions,Giants,Lions,24,14
2,1989,Chargers,Oilers,Oilers,Chargers,34,27
2,1989,49ers,Buccaneers,49ers,Buccaneers,20,16
2,1989,Broncos,Bills,Broncos,Bills,28,14
3,1989,Falcons,Colts,Colts,Falcons,13,9
3,1989,Bills,Oilers,Bills,Oilers,47,41
3,1989,Lions,Bears,Bears,Lions,47,27
3,1989,Giants,Cardinals,Giants,Cardinals,35,7
3,1989,Redskins,Cowboys,Redskins,Cowboys,30,7
3,1989,Steelers,Vikings,Steelers,Vikings,27,14
3,1989,Buccaneers,Saints,Buccaneers,Saints,20,10
3,1989,Seahawks,Patriots,Seahawks,Patriots,24,3
3,1989,49ers,Eagles,49ers,Eagles,38,28
3,1989,Broncos,Raiders,Broncos,Raiders,31,21
3,1989,Packers,Rams,Rams,Packers,41,38
3,1989,Chargers,Chiefs,Chargers,Chiefs,21,6
3,1989,Jets,Dolphins,Jets,Dolphins,40,33
3,1989,Bengals,Browns,Bengals,Browns,21,14
4,1989,Packers,Falcons,Packers,Falcons,23,21
4,1989,Patriots,Bills,Bills,Patriots,31,10
4,1989,Bengals,Chiefs,Bengals,Chiefs,21,17
4,1989,Broncos,Browns,Browns,Broncos,16,13
4,1989,Colts,Jets,Colts,Jets,17,10
4,1989,Steelers,Lions,Steelers,Lions,23,3
4,1989,Dolphins,Oilers,Oilers,Dolphins,39,7
4,1989,Vikings,Buccaneers,Vikings,Buccaneers,17,3
4,1989,Saints,Redskins,Redskins,Saints,16,14
4,1989,Cardinals,Chargers,Chargers,Cardinals,24,13
4,1989,Giants,Cowboys,Giants,Cowboys,30,13
4,1989,Seahawks,Raiders,Seahawks,Raiders,24,20
4,1989,49ers,Rams,Rams,49ers,13,12
4,1989,Eagles,Bears,Bears,Eagles,27,13
5,1989,Colts,Bills,Colts,Bills,37,14
5,1989,Bears,Buccaneers,Buccaneers,Bears,42,35
5,1989,Steelers,Bengals,Bengals,Steelers,26,16
5,1989,Dolphins,Browns,Dolphins,Browns,13,10
5,1989,Packers,Cowboys,Packers,Cowboys,31,13
5,1989,Vikings,Lions,Vikings,Lions,24,17
5,1989,Patriots,Oilers,Patriots,Oilers,23,13
5,1989,Eagles,Giants,Eagles,Giants,21,19
5,1989,Rams,Falcons,Rams,Falcons,26,14
5,1989,Cardinals,Redskins,Redskins,Cardinals,30,28
5,1989,Chargers,Broncos,Broncos,Chargers,16,10
5,1989,Seahawks,Chiefs,Chiefs,Seahawks,20,16
5,1989,Saints,49ers,49ers,Saints,24,20
5,1989,Jets,Raiders,Raiders,Jets,14,7
6,1989,Patriots,Falcons,Falcons,Patriots,16,15
6,1989,Bears,Oilers,Oilers,Bears,33,28
6,1989,Bengals,Dolphins,Dolphins,Bengals,20,13
6,1989,49ers,Cowboys,49ers,Cowboys,31,14
6,1989,Buccaneers,Lions,Lions,Buccaneers,17,16
6,1989,Packers,Vikings,Vikings,Packers,26,14
6,1989,Giants,Redskins,Giants,Redskins,20,17
6,1989,Steelers,Browns,Steelers,Browns,17,7
6,1989,Colts,Broncos,Broncos,Colts,14,3
6,1989,Eagles,Cardinals,Eagles,Cardinals,17,5
6,1989,Chiefs,Raiders,Raiders,Chiefs,20,14
6,1989,Saints,Jets,Saints,Jets,29,14
6,1989,Chargers,Seahawks,Seahawks,Chargers,17,16
6,1989,Rams,Bills,Bills,Rams,23,20
7,1989,Bills,Jets,Bills,Jets,34,3
7,1989,Bengals,Colts,Colts,Bengals,23,12
7,1989,Chiefs,Cowboys,Chiefs,Cowboys,36,28
7,1989,Lions,Vikings,Vikings,Lions,20,7
7,1989,Dolphins,Packers,Dolphins,Packers,23,20
7,1989,Steelers,Oilers,Oilers,Steelers,27,0
7,1989,Raiders,Eagles,Eagles,Raiders,10,7
7,1989,Redskins,Buccaneers,Redskins,Buccaneers,32,28
7,1989,Cardinals,Falcons,Cardinals,Falcons,34,20
7,1989,Seahawks,Broncos,Broncos,Seahawks,24,21
7,1989,Saints,Rams,Saints,Rams,40,21
7,1989,Patriots,49ers,49ers,Patriots,37,20
7,1989,Chargers,Giants,Giants,Chargers,20,13
7,1989,Browns,Bears,Browns,Bears,27,7
8,1989,Falcons,Saints,Saints,Falcons,20,13
8,1989,Bills,Dolphins,Bills,Dolphins,31,17
8,1989,Bears,Rams,Bears,Rams,20,10
8,1989,Buccaneers,Bengals,Bengals,Buccaneers,56,23
8,1989,Browns,Oilers,Browns,Oilers,28,17
8,1989,Patriots,Colts,Patriots,Colts,23,20
8,1989,Cowboys,Cardinals,Cardinals,Cowboys,19,10
8,1989,Lions,Packers,Packers,Lions,23,20
8,1989,Steelers,Chiefs,Steelers,Chiefs,23,17
8,1989,Eagles,Broncos,Eagles,Broncos,28,24
8,1989,Jets,49ers,49ers,Jets,23,10
8,1989,Redskins,Raiders,Raiders,Redskins,37,24
8,1989,Seahawks,Chargers,Seahawks,Chargers,10,7
8,1989,Giants,Vikings,Giants,Vikings,24,14
9,1989,Bills,Falcons,Falcons,Bills,30,28
9,1989,Packers,Bears,Packers,Bears,14,13
9,1989,Browns,Buccaneers,Browns,Buccaneers,42,31
9,1989,Dolphins,Colts,Dolphins,Colts,19,13
9,1989,Lions,Oilers,Oilers,Lions,35,31
9,1989,Seahawks,Chiefs,Chiefs,Seahawks,20,10
9,1989,Rams,Vikings,Vikings,Rams,23,21
9,1989,Jets,Patriots,Jets,Patriots,27,26
9,1989,Bengals,Raiders,Raiders,Bengals,28,7
9,1989,Giants,Cardinals,Giants,Cardinals,20,13
9,1989,Broncos,Steelers,Broncos,Steelers,34,7
9,1989,Chargers,Eagles,Chargers,Eagles,20,17
9,1989,Redskins,Cowboys,Cowboys,Redskins,13,3
9,1989,Saints,49ers,49ers,Saints,31,13
10,1989,Bills,Colts,Bills,Colts,30,7
10,1989,Bears,Steelers,Bears,Steelers,20,0
10,1989,Broncos,Chiefs,Broncos,Chiefs,16,13
10,1989,Lions,Packers,Lions,Packers,31,22
10,1989,Jets,Dolphins,Dolphins,Jets,31,23
10,1989,Buccaneers,Vikings,Vikings,Buccaneers,24,10
10,1989,Patriots,Saints,Saints,Patriots,28,24
10,1989,Redskins,Eagles,Redskins,Eagles,10,3
10,1989,Falcons,49ers,49ers,Falcons,45,3
10,1989,Seahawks,Browns,Browns,Seahawks,17,7
10,1989,Cardinals,Cowboys,Cardinals,Cowboys,24,20
10,1989,Rams,Giants,Rams,Giants,31,10
10,1989,Chargers,Raiders,Chargers,Raiders,14,12
10,1989,Oilers,Bengals,Oilers,Bengals,26,24
11,1989,Saints,Falcons,Saints,Falcons,26,17
11,1989,Bills,Patriots,Patriots,Bills,33,24
11,1989,Buccaneers,Bears,Buccaneers,Bears,32,31
11,1989,Bengals,Lions,Bengals,Lions,42,7
11,1989,Chiefs,Browns,Chiefs,Browns,10,10
11,1989,Dolphins,Cowboys,Dolphins,Cowboys,17,14
11,1989,Eagles,Vikings,Eagles,Vikings,10,9
11,1989,Steelers,Chargers,Steelers,Chargers,20,17
11,1989,Cardinals,Rams,Rams,Cardinals,37,14
11,1989,Packers,49ers,Packers,49ers,21,17
11,1989,Giants,Seahawks,Giants,Seahawks,15,3
11,1989,Raiders,Oilers,Oilers,Raiders,23,7
11,1989,Colts,Jets,Colts,Jets,27,10
11,1989,Redskins,Broncos,Broncos,Redskins,14,10
12,1989,Browns,Lions,Lions,Browns,13,10
12,1989,Cowboys,Eagles,Eagles,Cowboys,27,0
12,1989,Jets,Falcons,Jets,Falcons,27,7
12,1989,Bengals,Bills,Bills,Bengals,24,7
12,1989,Chargers,Colts,Colts,Chargers,10,6
12,1989,Vikings,Packers,Packers,Vikings,20,19
12,1989,Chiefs,Oilers,Chiefs,Oilers,34,0
12,1989,Dolphins,Steelers,Steelers,Dolphins,34,14
12,1989,Bears,Redskins,Redskins,Bears,38,14
12,1989,Cardinals,Buccaneers,Buccaneers,Cardinals,14,13
12,1989,Seahawks,Broncos,Broncos,Seahawks,41,14
12,1989,Raiders,Patriots,Raiders,Patriots,24,21
12,1989,Rams,Saints,Rams,Saints,20,17
12,1989,49ers,Giants,49ers,Giants,34,24
13,1989,49ers,Falcons,49ers,Falcons,23,10
13,1989,Bengals,Browns,Bengals,Browns,21,0
13,1989,Patriots,Colts,Patriots,Colts,22,16
13,1989,Cowboys,Rams,Rams,Cowboys,35,31
13,1989,Saints,Lions,Lions,Saints,21,14
13,1989,Buccaneers,Packers,Packers,Buccaneers,17,16
13,1989,Chiefs,Dolphins,Chiefs,Dolphins,26,21
13,1989,Giants,Eagles,Eagles,Giants,24,17
13,1989,Oilers,Steelers,Oilers,Steelers,23,16
13,1989,Cardinals,Redskins,Redskins,Cardinals,29,10
13,1989,Broncos,Raiders,Raiders,Broncos,16,13
13,1989,Jets,Chargers,Jets,Chargers,20,17
13,1989,Vikings,Bears,Vikings,Bears,27,16
13,1989,Bills,Seahawks,Seahawks,Bills,17,16
14,1989,Vikings,Falcons,Vikings,Falcons,43,17
14,1989,Saints,Bills,Saints,Bills,22,19
14,1989,Lions,Bears,Lions,Bears,27,17
14,1989,Seahawks,Bengals,Seahawks,Bengals,24,17
14,1989,Cowboys,Eagles,Eagles,Cowboys,20,10
14,1989,Chiefs,Packers,Chiefs,Packers,21,3
14,1989,Jets,Steelers,Steelers,Jets,13,0
14,1989,Oilers,Buccaneers,Oilers,Buccaneers,20,17
14,1989,Redskins,Chargers,Redskins,Chargers,26,21
14,1989,Colts,Browns,Colts,Browns,23,17
14,1989,Cardinals,Raiders,Raiders,Cardinals,16,14
14,1989,Giants,Broncos,Giants,Broncos,14,7
14,1989,Dolphins,Patriots,Dolphins,Patriots,31,10
14,1989,49ers,Rams,49ers,Rams,30,27
15,1989,Cowboys,Giants,Giants,Cowboys,15,0
15,1989,Cardinals,Broncos,Broncos,Cardinals,37,0
15,1989,Bears,Packers,Packers,Bears,40,28
15,1989,Bengals,Oilers,Bengals,Oilers,61,7
15,1989,Browns,Vikings,Browns,Vikings,23,17
15,1989,Colts,Dolphins,Colts,Dolphins,42,13
15,1989,Buccaneers,Lions,Lions,Buccaneers,33,7
15,1989,Chiefs,Chargers,Chargers,Chiefs,20,13
15,1989,Patriots,Steelers,Steelers,Patriots,28,10
15,1989,Falcons,Redskins,Redskins,Falcons,31,30
15,1989,49ers,Bills,49ers,Bills,21,10
15,1989,Rams,Jets,Rams,Jets,38,14
15,1989,Seahawks,Raiders,Seahawks,Raiders,23,17
15,1989,Saints,Eagles,Saints,Eagles,30,20
16,1989,Bills,Jets,Bills,Jets,37,0
16,1989,Seahawks,Redskins,Redskins,Seahawks,29,0
16,1989,Oilers,Browns,Browns,Oilers,24,20
16,1989,Lions,Falcons,Lions,Falcons,31,24
16,1989,Colts,Saints,Saints,Colts,41,6
16,1989,Cardinals,Eagles,Eagles,Cardinals,31,14
16,1989,Cowboys,Packers,Packers,Cowboys,20,10
16,1989,Dolphins,Chiefs,Chiefs,Dolphins,27,24
16,1989,Rams,Patriots,Rams,Patriots,24,20
16,1989,Raiders,Giants,Giants,Raiders,34,17
16,1989,Steelers,Buccaneers,Steelers,Buccaneers,31,22
16,1989,Bears,49ers,49ers,Bears,26,0
16,1989,Chargers,Broncos,Chargers,Broncos,19,16
16,1989,Bengals,Vikings,Vikings,Bengals,29,21
WildCard,1989,Eagles,Rams,Rams,Eagles,21,7
WildCard,1989,Oilers,Steelers,Steelers,Oilers,26,23
Division,1989,Browns,Bills,Browns,Bills,34,30
Division,1989,49ers,Vikings,49ers,Vikings,41,13
Division,1989,Giants,Rams,Rams,Giants,19,13
Division,1989,Broncos,Steelers,Broncos,Steelers,24,23
ConfChamp,1989,Browns,Broncos,Broncos,Browns,37,21
ConfChamp,1989,Rams,49ers,49ers,Rams,30,3
SuperBowl,1989,Broncos,49ers,49ers,Broncos,55,10
1,1990,Seahawks,Bears,Bears,Seahawks,17,0
1,1990,Redskins,Cardinals,Redskins,Cardinals,31,0
1,1990,Buccaneers,Lions,Buccaneers,Lions,38,21
1,1990,Rams,Packers,Packers,Rams,36,24
1,1990,Chiefs,Vikings,Chiefs,Vikings,24,21
1,1990,Oilers,Falcons,Falcons,Oilers,47,27
1,1990,Colts,Bills,Bills,Colts,26,10
1,1990,Bengals,Jets,Bengals,Jets,25,20
1,1990,Browns,Steelers,Browns,Steelers,13,3
1,1990,Cowboys,Chargers,Cowboys,Chargers,17,14
1,1990,Broncos,Raiders,Raiders,Broncos,14,9
1,1990,Patriots,Dolphins,Dolphins,Patriots,27,24
1,1990,Giants,Eagles,Giants,Eagles,27,20
1,1990,49ers,Saints,49ers,Saints,13,12
2,1990,Lions,Falcons,Lions,Falcons,21,14
2,1990,Dolphins,Bills,Dolphins,Bills,30,7
2,1990,Packers,Bears,Bears,Packers,31,13
2,1990,Browns,Jets,Jets,Browns,24,21
2,1990,Colts,Patriots,Patriots,Colts,16,14
2,1990,Eagles,Cardinals,Cardinals,Eagles,23,21
2,1990,Rams,Buccaneers,Rams,Buccaneers,35,14
2,1990,Chargers,Bengals,Bengals,Chargers,21,16
2,1990,Giants,Cowboys,Giants,Cowboys,28,7
2,1990,Vikings,Saints,Vikings,Saints,32,3
2,1990,Seahawks,Raiders,Raiders,Seahawks,17,13
2,1990,49ers,Redskins,49ers,Redskins,26,13
2,1990,Oilers,Steelers,Steelers,Oilers,20,9
2,1990,Chiefs,Broncos,Broncos,Chiefs,24,23
3,1990,Vikings,Bears,Bears,Vikings,19,16
3,1990,Patriots,Bengals,Bengals,Patriots,41,7
3,1990,Chargers,Browns,Chargers,Browns,24,14
3,1990,Oilers,Colts,Oilers,Colts,24,10
3,1990,Cardinals,Saints,Saints,Cardinals,28,7
3,1990,Redskins,Cowboys,Redskins,Cowboys,19,15
3,1990,Packers,Chiefs,Chiefs,Packers,17,3
3,1990,Giants,Dolphins,Giants,Dolphins,20,3
3,1990,49ers,Falcons,49ers,Falcons,19,13
3,1990,Broncos,Seahawks,Broncos,Seahawks,34,31
3,1990,Rams,Eagles,Eagles,Rams,27,21
3,1990,Steelers,Raiders,Raiders,Steelers,20,3
3,1990,Lions,Buccaneers,Buccaneers,Lions,23,20
3,1990,Jets,Bills,Bills,Jets,30,7
4,1990,Bills,Broncos,Bills,Broncos,29,28
4,1990,Eagles,Colts,Colts,Eagles,24,23
4,1990,Cowboys,Giants,Giants,Cowboys,31,17
4,1990,Packers,Lions,Packers,Lions,24,21
4,1990,Steelers,Dolphins,Dolphins,Steelers,28,6
4,1990,Buccaneers,Vikings,Buccaneers,Vikings,23,20
4,1990,Raiders,Bears,Raiders,Bears,24,10
4,1990,Chiefs,Browns,Chiefs,Browns,34,0
4,1990,Patriots,Jets,Jets,Patriots,37,13
4,1990,Oilers,Chargers,Oilers,Chargers,17,7
4,1990,Cardinals,Redskins,Redskins,Cardinals,38,10
4,1990,Bengals,Seahawks,Seahawks,Bengals,31,16
5,1990,Saints,Falcons,Falcons,Saints,28,27
5,1990,Chiefs,Colts,Colts,Chiefs,23,19
5,1990,Buccaneers,Cowboys,Cowboys,Buccaneers,14,10
5,1990,Lions,Vikings,Lions,Vikings,34,27
5,1990,Jets,Dolphins,Dolphins,Jets,20,16
5,1990,Patriots,Seahawks,Seahawks,Patriots,33,20
5,1990,49ers,Oilers,49ers,Oilers,24,21
5,1990,Steelers,Chargers,Steelers,Chargers,36,14
5,1990,Packers,Bears,Bears,Packers,27,13
5,1990,Rams,Bengals,Bengals,Rams,34,31
5,1990,Bills,Raiders,Bills,Raiders,38,24
5,1990,Broncos,Browns,Browns,Broncos,30,29
6,1990,49ers,Falcons,49ers,Falcons,45,35
6,1990,Bengals,Oilers,Oilers,Bengals,48,17
6,1990,Saints,Browns,Saints,Browns,25,20
6,1990,Lions,Chiefs,Chiefs,Lions,43,24
6,1990,Buccaneers,Packers,Buccaneers,Packers,26,14
6,1990,Jets,Chargers,Chargers,Jets,39,3
6,1990,Cardinals,Cowboys,Cardinals,Cowboys,20,3
6,1990,Giants,Redskins,Giants,Redskins,24,20
6,1990,Broncos,Steelers,Steelers,Broncos,34,17
6,1990,Raiders,Seahawks,Raiders,Seahawks,24,17
6,1990,Rams,Bears,Bears,Rams,38,9
6,1990,Eagles,Vikings,Eagles,Vikings,32,24
7,1990,Patriots,Dolphins,Dolphins,Patriots,17,10
7,1990,Bills,Jets,Bills,Jets,30,27
7,1990,Broncos,Colts,Broncos,Colts,27,17
7,1990,Saints,Oilers,Oilers,Saints,23,10
7,1990,Redskins,Eagles,Redskins,Eagles,13,7
7,1990,Buccaneers,Cowboys,Cowboys,Buccaneers,17,13
7,1990,Rams,Falcons,Rams,Falcons,44,24
7,1990,Giants,Cardinals,Giants,Cardinals,20,19
7,1990,Chiefs,Seahawks,Seahawks,Chiefs,19,7
7,1990,Steelers,49ers,49ers,Steelers,27,7
7,1990,Raiders,Chargers,Raiders,Chargers,24,9
7,1990,Bengals,Browns,Bengals,Browns,34,13
8,1990,Bills,Patriots,Bills,Patriots,27,10
8,1990,Dolphins,Colts,Dolphins,Colts,27,7
8,1990,Saints,Lions,Lions,Saints,27,10
8,1990,Packers,Vikings,Packers,Vikings,24,10
8,1990,Cowboys,Eagles,Eagles,Cowboys,21,20
8,1990,Oilers,Jets,Jets,Oilers,17,12
8,1990,Bears,Cardinals,Bears,Cardinals,31,21
8,1990,Redskins,Giants,Giants,Redskins,21,10
8,1990,49ers,Browns,49ers,Browns,20,17
8,1990,Buccaneers,Chargers,Chargers,Buccaneers,41,10
8,1990,Falcons,Bengals,Falcons,Bengals,38,17
8,1990,Rams,Steelers,Steelers,Rams,41,10
9,1990,Falcons,Steelers,Steelers,Falcons,21,9
9,1990,Cardinals,Dolphins,Dolphins,Cardinals,23,3
9,1990,Redskins,Lions,Redskins,Lions,41,38
9,1990,49ers,Packers,49ers,Packers,24,20
9,1990,Raiders,Chiefs,Chiefs,Raiders,9,7
9,1990,Eagles,Patriots,Eagles,Patriots,48,20
9,1990,Saints,Bengals,Saints,Bengals,21,7
9,1990,Cowboys,Jets,Jets,Cowboys,24,9
9,1990,Browns,Bills,Bills,Browns,42,0
9,1990,Buccaneers,Bears,Bears,Buccaneers,26,6
9,1990,Rams,Oilers,Rams,Oilers,17,13
9,1990,Seahawks,Chargers,Chargers,Seahawks,31,14
9,1990,Broncos,Vikings,Vikings,Broncos,27,22
9,1990,Giants,Colts,Giants,Colts,24,7
10,1990,Falcons,Bears,Bears,Falcons,30,24
10,1990,Cardinals,Bills,Bills,Cardinals,45,14
10,1990,Patriots,Colts,Colts,Patriots,13,10
10,1990,Vikings,Lions,Vikings,Lions,17,7
10,1990,Chiefs,Seahawks,Seahawks,Chiefs,17,16
10,1990,Dolphins,Jets,Dolphins,Jets,17,3
10,1990,Buccaneers,Saints,Saints,Buccaneers,35,7
10,1990,Broncos,Chargers,Chargers,Broncos,19,7
10,1990,Raiders,Packers,Packers,Raiders,29,16
10,1990,Giants,Rams,Giants,Rams,31,7
10,1990,Cowboys,49ers,49ers,Cowboys,24,6
10,1990,Redskins,Eagles,Eagles,Redskins,28,14
11,1990,Falcons,Eagles,Eagles,Falcons,24,23
11,1990,Bills,Patriots,Bills,Patriots,14,0
11,1990,Browns,Oilers,Oilers,Browns,35,23
11,1990,Giants,Lions,Giants,Lions,20,0
11,1990,Chiefs,Chargers,Chiefs,Chargers,27,10
11,1990,Saints,Redskins,Redskins,Saints,31,17
11,1990,Broncos,Bears,Bears,Broncos,16,13
11,1990,Colts,Jets,Colts,Jets,17,14
11,1990,Cardinals,Packers,Packers,Cardinals,24,21
11,1990,Vikings,Seahawks,Vikings,Seahawks,24,21
11,1990,Buccaneers,49ers,49ers,Buccaneers,31,7
11,1990,Rams,Cowboys,Cowboys,Rams,24,21
11,1990,Bengals,Steelers,Bengals,Steelers,27,3
11,1990,Raiders,Dolphins,Raiders,Dolphins,13,10
12,1990,Broncos,Lions,Lions,Broncos,40,27
12,1990,Redskins,Cowboys,Cowboys,Redskins,27,17
12,1990,Saints,Falcons,Saints,Falcons,10,7
12,1990,Bears,Vikings,Vikings,Bears,41,13
12,1990,Bengals,Colts,Colts,Bengals,34,20
12,1990,Browns,Dolphins,Dolphins,Browns,30,13
12,1990,Buccaneers,Packers,Packers,Buccaneers,20,10
12,1990,Giants,Eagles,Eagles,Giants,31,13
12,1990,Cardinals,Patriots,Cardinals,Patriots,34,14
12,1990,Raiders,Chiefs,Chiefs,Raiders,27,24
12,1990,49ers,Rams,Rams,49ers,28,17
12,1990,Jets,Steelers,Steelers,Jets,24,7
12,1990,Chargers,Seahawks,Seahawks,Chargers,13,10
12,1990,Oilers,Bills,Oilers,Bills,27,24
13,1990,Buccaneers,Falcons,Buccaneers,Falcons,23,17
13,1990,Bills,Eagles,Bills,Eagles,30,23
13,1990,Lions,Bears,Bears,Lions,23,17
13,1990,Bengals,Steelers,Bengals,Steelers,16,12
13,1990,Rams,Browns,Rams,Browns,38,23
13,1990,Patriots,Chiefs,Chiefs,Patriots,37,7
13,1990,Redskins,Dolphins,Redskins,Dolphins,42,20
13,1990,Cardinals,Colts,Cardinals,Colts,20,17
13,1990,Broncos,Raiders,Raiders,Broncos,23,20
13,1990,Seahawks,Oilers,Seahawks,Oilers,13,10
13,1990,Cowboys,Saints,Cowboys,Saints,17,13
13,1990,Chargers,Jets,Chargers,Jets,38,17
13,1990,Packers,Vikings,Vikings,Packers,23,7
13,1990,49ers,Giants,49ers,Giants,7,3
14,1990,Falcons,Cardinals,Cardinals,Falcons,24,13
14,1990,Bills,Colts,Bills,Colts,31,7
14,1990,Bengals,49ers,49ers,Bengals,20,17
14,1990,Browns,Oilers,Oilers,Browns,58,14
14,1990,Seahawks,Packers,Seahawks,Packers,20,14
14,1990,Vikings,Giants,Giants,Vikings,23,15
14,1990,Patriots,Steelers,Steelers,Patriots,24,3
14,1990,Bears,Redskins,Redskins,Bears,10,9
14,1990,Chiefs,Broncos,Chiefs,Broncos,31,20
14,1990,Saints,Rams,Saints,Rams,24,20
14,1990,Dolphins,Eagles,Dolphins,Eagles,23,20
14,1990,Raiders,Lions,Raiders,Lions,38,31
15,1990,Bills,Giants,Bills,Giants,17,13
15,1990,Patriots,Redskins,Redskins,Patriots,25,10
15,1990,Falcons,Browns,Browns,Falcons,13,10
15,1990,Colts,Jets,Colts,Jets,29,21
15,1990,Cardinals,Cowboys,Cowboys,Cardinals,41,10
15,1990,Oilers,Chiefs,Oilers,Chiefs,27,10
15,1990,Dolphins,Seahawks,Dolphins,Seahawks,24,17
15,1990,Vikings,Buccaneers,Buccaneers,Vikings,26,13
15,1990,Saints,Steelers,Steelers,Saints,9,6
15,1990,Raiders,Bengals,Raiders,Bengals,24,7
15,1990,Chargers,Broncos,Broncos,Chargers,20,10
